,value,percentage,datetime,type,magnitude
32,2935.885,0.038362938590760134,2019-09-01T00:00:00.000+02:00,Solar fotovoltaica,
33,2097.968,0.024867865962884258,2019-10-01T00:00:00.000+02:00,Solar fotovoltaica,
34,1180.107,0.00919490369116237,2019-11-01T00:00:00.000+01:00,Solar fotovoltaica,
35,1090.981,0.008167072313722847,2019-12-01T00:00:00.000+01:00,Solar fotovoltaica,
36,4074.71,0.03842066513959662,2019-01-01T00:00:00.000+01:00,Otras renovables,
37,1488.559,0.012843316621707278,2019-02-01T00:00:00.000+01:00,Otras renovables,
38,4258.079,0.04374789637961537,2019-03-01T00:00:00.000+01:00,Otras renovables,
39,4904.86,0.05583119779071977,2019-04-01T00:00:00.000+02:00,Otras renovables,
40,5228.649,0.08267837865781215,2019-05-01T00:00:00.000+02:00,Otras renovables,
41,3355.166,0.04809333515615496,2019-06-01T00:00:00.000+02:00,Otras renovables,
42,4877.801,0.06277384647353917,2019-07-01T00:00:00.000+02:00,Otras renovables,
43,4896.224,0.064290629934131,2019-08-01T00:00:00.000+02:00,Otras renovables,
44,4724.818,0.061738761152605806,2019-09-01T00:00:00.000+02:00,Otras renovables,
45,5349.227,0.06340604815757031,2019-10-01T00:00:00.000+02:00,Otras renovables,
46,5365.275,0.04180399480860734,2019-11-01T00:00:00.000+01:00,Otras renovables,
47,5140.901,0.03848473092078607,2019-12-01T00:00:00.000+01:00,Otras renovables,
48,29898.2365,0.2819121195940239,2019-01-01T00:00:00.000+01:00,Residuos renovables,
49,27599.5865,0.2381297805781953,2019-02-01T00:00:00.000+01:00,Residuos renovables,
50,30527.384,0.31364115883541105,2019-03-01T00:00:00.000+01:00,Residuos renovables,
51,28430.658,0.3236214061396879,2019-04-01T00:00:00.000+02:00,Residuos renovables,
52,1164.0985,0.018407389093815847,2019-05-01T00:00:00.000+02:00,Residuos renovables,
53,25396.9185,0.3640423494259456,2019-06-01T00:00:00.000+02:00,Residuos renovables,
54,29699.964,0.3822175157218674,2019-07-01T00:00:00.000+02:00,Residuos renovables,
55,30436.122,0.39964622863089244,2019-08-01T00:00:00.000+02:00,Residuos renovables,
56,28349.835,0.37044467993916047,2019-09-01T00:00:00.000+02:00,Residuos renovables,
57,29714.1565,0.35221112097141904,2019-10-01T00:00:00.000+02:00,Residuos renovables,
58,26317.5515,0.20505543262577525,2019-11-01T00:00:00.000+01:00,Residuos renovables,
59,27497.658,0.20584717913879305,2019-12-01T00:00:00.000+01:00,Residuos renovables,
60,106055.1655,1.0,2019-01-01T00:00:00.000+01:00,Generación renovable,
61,115901.44849999998,1.0,2019-02-01T00:00:00.000+01:00,Generación renovable,
62,97332.20000000001,1.0,2019-03-01T00:00:00.000+01:00,Generación renovable,
63,87851.599,1.0,2019-04-01T00:00:00.000+02:00,Generación renovable,
64,63240.826499999996,1.0,2019-05-01T00:00:00.000+02:00,Generación renovable,
65,69763.6375,1.0,2019-06-01T00:00:00.000+02:00,Generación renovable,
66,77704.351,1.0,2019-07-01T00:00:00.000+02:00,Generación renovable,
67,76157.661,1.0,2019-08-01T00:00:00.000+02:00,Generación renovable,
68,76529.2,1.0,2019-09-01T00:00:00.000+02:00,Generación renovable,
69,84364.61750000001,1.0,2019-10-01T00:00:00.000+02:00,Generación renovable,
70,128343.5955,1.0,2019-11-01T00:00:00.000+01:00,Generación renovable,
71,133582.875,1.0,2019-12-01T00:00:00.000+01:00,Generación renovable,
